"No.","Time","Source","Destination","Protocol","Length","Info"
"34","7.122106","192.168.88.239","52.46.153.232","TCP","352","[TCP Out-Of-Order] 53326  >  443 [PSH, ACK] Seq=1 Ack=1 Win=5245 Len=298"
"35","7.123439","192.168.88.239","52.46.153.232","TCP","1514","[TCP Out-Of-Order] 53326  >  443 [ACK] Seq=299 Ack=1 Win=5245 Len=1460"
"36","7.124865","192.168.88.239","52.46.153.232","TCP","1514","[TCP Out-Of-Order] 53326  >  443 [ACK] Seq=1759 Ack=1 Win=5245 Len=1460[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"37","7.124929","192.168.88.239","52.46.153.232","TCP","1514","[TCP Out-Of-Order] 53326  >  443 [ACK] Seq=3219 Ack=1 Win=5245 Len=1460[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"38","7.125026","192.168.88.239","52.46.153.232","TCP","1514","[TCP Out-Of-Order] 53326  >  443 [ACK] Seq=4679 Ack=1 Win=5245 Len=1460[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"39","7.125119","b8:27:eb:22:a0:16","90:a8:22:04:73:81","ARP","42","192.168.88.1 is at b8:27:eb:22:a0:16"
"40","7.125798","192.168.88.239","52.46.153.232","TCP","1341","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=6139 Ack=1 Win=5245 Len=1287"
"41","7.128267","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"42","7.129660","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=7426 Ack=1 Win=5245 Len=278"
"43","7.129817","b8:27:eb:22:a0:16","b8:69:f4:75:d3:a1","ARP","42","192.168.88.239 is at b8:27:eb:22:a0:16"
"44","7.141536","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"45","7.142848","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=7704 Ack=1 Win=5245 Len=278"
"46","7.146653","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=1 Ack=299 Win=3132 Len=0"
"47","7.150516","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"48","7.151005","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=1 Ack=1759 Win=3176 Len=0"
"49","7.152187","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=1 Ack=3219 Win=3224 Len=0"
"50","7.154506","52.46.153.232","192.168.88.239","TCP","54","443  >  53326 [ACK] Seq=1 Ack=299 Win=3132 Len=0"
"51","7.154904","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=7982 Ack=1 Win=5245 Len=278"
"52","7.154966","52.46.153.232","192.168.88.239","TCP","54","443  >  53326 [ACK] Seq=1 Ack=3219 Win=3224 Len=0"
"53","7.155430","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=1 Ack=4679 Win=3268 Len=0"
"54","7.155465","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=1 Ack=6139 Win=3316 Len=0"
"55","7.156390","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=1 Ack=7426 Win=3360 Len=0"
"56","7.156426","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=1 Ack=7704 Win=3404 Len=0"
"57","7.156844","52.46.153.232","192.168.88.239","TLSv1.2","96","Application Data"
"58","7.157426","52.46.153.232","192.168.88.239","TCP","54","443  >  53326 [ACK] Seq=1 Ack=4679 Win=3268 Len=0"
"59","7.157545","52.46.153.232","192.168.88.239","TCP","54","443  >  53326 [ACK] Seq=1 Ack=6139 Win=3316 Len=0"
"60","7.159309","52.46.153.232","192.168.88.239","TCP","54","443  >  53326 [ACK] Seq=1 Ack=7704 Win=3404 Len=0"
"61","7.159429","52.46.153.232","192.168.88.239","TCP","96","[TCP Retransmission] 443  >  53326 [PSH, ACK] Seq=1 Ack=7704 Win=3404 Len=42"
"62","7.161105","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"63","7.162418","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=8260 Ack=43 Win=5245 Len=278"
"64","7.171573","192.168.88.239","52.46.153.232","TLSv1.2","412","Application Data"
"65","7.172920","192.168.88.239","52.46.153.232","TCP","412","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=8538 Ack=43 Win=5245 Len=358"
"66","7.177685","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=8260 Win=3496 Len=0"
"67","7.179654","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 66#1] 443  >  53326 [ACK] Seq=43 Ack=8260 Win=3496 Len=0"
"68","7.182099","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"69","7.183129","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=8896 Ack=43 Win=5245 Len=278"
"70","7.192888","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"71","7.194343","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=9174 Ack=43 Win=5245 Len=278"
"72","7.197832","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=8896 Win=3588 Len=0"
"73","7.199607","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 72#1] 443  >  53326 [ACK] Seq=43 Ack=8896 Win=3588 Len=0"
"74","7.204416","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"75","7.206060","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=9452 Ack=43 Win=5245 Len=278"
"76","7.215071","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"77","7.215219","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"78","7.215897","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=9452 Win=3680 Len=0"
"79","7.217282","192.168.88.234","192.168.88.239","ICMP","360","Redirect             (Redirect for host)"
"80","7.217659","192.168.88.239","52.46.153.232","TCP","332","[TCP Out-Of-Order] 53326  >  443 [PSH, ACK] Seq=9730 Ack=43 Win=5245 Len=278"
"81","7.217712","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=10008 Ack=43 Win=5245 Len=118"
"82","7.218727","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 78#1] 443  >  53326 [ACK] Seq=43 Ack=9452 Win=3680 Len=0"
"83","7.226158","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"84","7.227406","192.168.88.239","52.46.153.232","TCP","252","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=10126 Ack=43 Win=5245 Len=198"
"85","7.237862","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"86","7.239200","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=10324 Ack=43 Win=5245 Len=278"
"87","7.241455","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=10008 Win=3772 Len=0"
"88","7.242924","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 87#1] 443  >  53326 [ACK] Seq=43 Ack=10008 Win=3772 Len=0"
"89","7.247042","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"90","7.248608","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=10602 Ack=43 Win=5245 Len=278"
"91","7.253493","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=10324 Win=3816 Len=0"
"92","7.254891","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 91#1] 443  >  53326 [ACK] Seq=43 Ack=10324 Win=3816 Len=0"
"93","7.257466","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"94","7.258561","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=10880 Ack=43 Win=5245 Len=278"
"95","7.268048","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"96","7.269219","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=11158 Ack=43 Win=5245 Len=278"
"97","7.272753","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=10880 Win=3908 Len=0"
"98","7.274126","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 97#1] 443  >  53326 [ACK] Seq=43 Ack=10880 Win=3908 Len=0"
"99","7.290284","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=11436 Win=4000 Len=0"
"100","7.291638","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 99#1] 443  >  53326 [ACK] Seq=43 Ack=11436 Win=4000 Len=0"
"101","7.306396","192.168.88.239","52.46.153.232","TLSv1.2","412","Application Data"
"102","7.309958","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"103","7.309978","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"104","7.309996","192.168.88.239","52.46.153.232","TCP","412","[TCP Out-Of-Order] 53326  >  443 [PSH, ACK] Seq=11436 Ack=43 Win=5245 Len=358"
"105","7.310400","192.168.88.239","52.46.153.232","TLSv1.2","492","Application Data"
"106","7.311610","192.168.88.239","52.46.153.232","TCP","252","[TCP Out-Of-Order] 53326  >  443 [PSH, ACK] Seq=11794 Ack=43 Win=5245 Len=198"
"107","7.315179","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=11992 Ack=43 Win=5245 Len=278"
"108","7.315232","192.168.88.239","52.46.153.232","TCP","492","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=12270 Ack=43 Win=5245 Len=438"
"109","7.320783","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"110","7.321895","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=12708 Ack=43 Win=5245 Len=278"
"111","7.331194","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"112","7.332251","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=12986 Ack=43 Win=5245 Len=278"
"113","7.335493","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=11992 Win=4088 Len=0"
"114","7.336832","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 113#1] 443  >  53326 [ACK] Seq=43 Ack=11992 Win=4088 Len=0"
"115","7.341687","192.168.88.239","52.46.153.232","TLSv1.2","332","Application Data"
"116","7.342121","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=12708 Win=4180 Len=0"
"117","7.343475","192.168.88.239","52.46.153.232","TCP","332","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=13264 Ack=43 Win=5245 Len=278"
"118","7.343653","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 116#1] 443  >  53326 [ACK] Seq=43 Ack=12708 Win=4180 Len=0"
"119","7.352486","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"120","7.353490","192.168.88.239","52.46.153.232","TCP","252","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=13542 Ack=43 Win=5245 Len=198"
"121","7.355752","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=13264 Win=4272 Len=0"
"122","7.357292","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 121#1] 443  >  53326 [ACK] Seq=43 Ack=13264 Win=4272 Len=0"
"123","7.363061","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"124","7.364150","192.168.88.239","52.46.153.232","TCP","252","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=13740 Ack=43 Win=5245 Len=198"
"125","7.377407","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=13740 Win=4364 Len=0"
"126","7.378810","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 125#1] 443  >  53326 [ACK] Seq=43 Ack=13740 Win=4364 Len=0"
"127","7.393665","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"128","7.395481","192.168.88.234","192.168.88.239","ICMP","200","Redirect             (Redirect for host)"
"129","7.395601","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=13938 Ack=43 Win=5245 Len=118"
"130","7.414361","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"131","7.415260","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=14056 Ack=43 Win=5245 Len=118"
"132","7.419655","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=14056 Win=4408 Len=0"
"133","7.421063","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 132#1] 443  >  53326 [ACK] Seq=43 Ack=14056 Win=4408 Len=0"
"134","7.434873","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"135","7.436016","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=14174 Ack=43 Win=5245 Len=118"
"136","7.455426","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"137","7.456599","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=14292 Ack=43 Win=5245 Len=118"
"138","7.465658","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=14292 Win=4408 Len=0"
"139","7.467064","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 138#1] 443  >  53326 [ACK] Seq=43 Ack=14292 Win=4408 Len=0"
"140","7.476184","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"141","7.477256","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=14410 Ack=43 Win=5245 Len=118"
"142","7.501463","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=14528 Win=4408 Len=0"
"143","7.503066","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 142#1] 443  >  53326 [ACK] Seq=43 Ack=14528 Win=4408 Len=0"
"144","7.506869","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"145","7.508036","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=14528 Ack=43 Win=5245 Len=118"
"146","7.517250","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"147","7.518225","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=14646 Ack=43 Win=5245 Len=118"
"148","7.537952","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"149","7.539029","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=14764 Ack=43 Win=5245 Len=118"
"150","7.541721","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=14764 Win=4408 Len=0"
"151","7.545993","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 150#1] 443  >  53326 [ACK] Seq=43 Ack=14764 Win=4408 Len=0"
"152","7.548443","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"153","7.549722","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=14882 Ack=43 Win=5245 Len=118"
"154","7.560010","b8:69:f4:75:d3:a1","ff:ff:ff:ff:ff:ff","ARP","60","Who has 192.168.88.237? Tell 192.168.88.1"
"155","7.573628","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=15000 Win=4408 Len=0"
"156","7.575561","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 155#1] 443  >  53326 [ACK] Seq=43 Ack=15000 Win=4408 Len=0"
"157","7.606248","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"158","7.606369","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"159","7.607581","192.168.88.239","52.46.153.232","TCP","172","[TCP Out-Of-Order] 53326  >  443 [PSH, ACK] Seq=15000 Ack=43 Win=5245 Len=118"
"160","7.607763","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=15118 Ack=43 Win=5245 Len=118"
"161","7.610330","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"162","7.611605","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=15236 Ack=43 Win=5245 Len=118"
"163","7.630859","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"164","7.631910","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=15354 Ack=43 Win=5245 Len=118"
"165","7.639817","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=15236 Win=4408 Len=0"
"166","7.641160","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 165#1] 443  >  53326 [ACK] Seq=43 Ack=15236 Win=4408 Len=0"
"167","7.655686","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=15472 Win=4408 Len=0"
"168","7.657254","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 167#1] 443  >  53326 [ACK] Seq=43 Ack=15472 Win=4408 Len=0"
"169","7.661867","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"170","7.662768","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=15472 Ack=43 Win=5245 Len=118"
"171","7.672352","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"172","7.673621","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=15590 Ack=43 Win=5245 Len=118"
"173","7.693008","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"174","7.693830","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=15708 Ack=43 Win=5245 Len=118"
"175","7.699793","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=15708 Win=4408 Len=0"
"176","7.701198","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 175#1] 443  >  53326 [ACK] Seq=43 Ack=15708 Win=4408 Len=0"
"177","7.721212","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"178","7.722574","192.168.88.234","192.168.88.239","ICMP","200","Redirect             (Redirect for host)"
"179","7.722699","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=15826 Ack=43 Win=5245 Len=118"
"180","7.744557","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"181","7.745541","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=15944 Ack=43 Win=5245 Len=118"
"182","7.746188","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=15944 Win=4408 Len=0"
"183","7.747541","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 182#1] 443  >  53326 [ACK] Seq=43 Ack=15944 Win=4408 Len=0"
"184","7.765286","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"185","7.766448","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=16062 Ack=43 Win=5245 Len=118"
"186","7.775882","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"187","7.777297","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=16180 Ack=43 Win=5245 Len=118"
"188","7.786320","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"189","7.787308","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=16298 Ack=43 Win=5245 Len=118"
"190","7.791531","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=16180 Win=4408 Len=0"
"191","7.793204","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 190#1] 443  >  53326 [ACK] Seq=43 Ack=16180 Win=4408 Len=0"
"192","7.815368","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=16416 Win=4408 Len=0"
"193","7.817316","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 192#1] 443  >  53326 [ACK] Seq=43 Ack=16416 Win=4408 Len=0"
"194","7.843745","192.168.88.239","52.46.153.232","TLSv1.2","252","Application Data"
"195","7.844723","192.168.88.239","52.46.153.232","TCP","252","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=16416 Ack=43 Win=5245 Len=198"
"196","7.860986","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"197","7.862017","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=16614 Ack=43 Win=5245 Len=118"
"198","7.871517","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"199","7.872805","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=16732 Ack=43 Win=5245 Len=118"
"200","7.889468","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=16732 Win=4456 Len=0"
"201","7.891011","52.46.153.232","192.168.88.239","TCP","54","[TCP Dup ACK 200#1] 443  >  53326 [ACK] Seq=43 Ack=16732 Win=4456 Len=0"
"202","7.902312","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"203","7.903312","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=16850 Ack=43 Win=5245 Len=118"
"204","7.922924","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"205","7.923863","192.168.88.239","52.46.153.232","TCP","172","[TCP Retransmission] 53326  >  443 [PSH, ACK] Seq=16968 Ack=43 Win=5245 Len=118"
"206","7.933378","192.168.88.239","52.46.153.232","TLSv1.2","172","Application Data"
"207","7.933961","52.46.153.232","192.168.88.239","TCP","60","443  >  53326 [ACK] Seq=43 Ack=16968 Win=4456 Len=0"
